transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,stock_price,total_trade_amount
2512,2023-07-03,3529,STK006,BUY,147,4.990432586778736,Retail,Monday,False,False,High,Energy,Oil & Gas,107.09012109982824,15742.247801674752
2513,2023-07-03,2654,STK008,BUY,111,4.709530201312334,Retail,Monday,False,False,High,Energy,Oil & Gas,119.5471107827277,13269.729296882775
2514,2023-07-03,1513,STK008,BUY,399,5.341759924390874,Retail,Monday,False,False,High,Energy,Oil & Gas,119.5471107827277,47699.29720230835
2515,2023-07-03,4955,STK009,SELL,60,5.309356213663253,Retail,Monday,False,False,High,Technology,Hardware,345.7396470341186,20744.378822047118
2516,2023-07-03,4023,STK009,SELL,156,5.466075049781512,Retail,Monday,False,False,High,Technology,Hardware,345.7396470341186,53935.3849373225
2517,2023-07-03,3588,STK009,BUY,103,5.106309044164538,Retail,Monday,False,False,High,Technology,Hardware,345.7396470341186,35611.18364451422
2518,2023-07-03,4955,STK009,BUY,551,5.316353729034136,Retail,Monday,False,False,High,Technology,Hardware,345.7396470341186,190502.54551579934
2519,2023-07-03,1147,STK010,BUY,76,4.330733340286331,Retail,Monday,False,False,High,Consumer,Retail,152.91049839403132,11621.19787794638
2520,2023-07-03,706,STK012,BUY,814,6.70196036600254,Retail,Monday,False,False,High,Technology,Hardware,19.722915912948903,16054.453553140407
2521,2023-07-03,4987,STK013,BUY,19,3.979681653901961,Retail,Monday,False,False,Mid,Energy,Utilities,150.11689273473866,2852.2209619600344
2522,2023-07-03,227,STK013,BUY,63,4.995250892052509,Retail,Monday,False,False,Mid,Energy,Utilities,150.11689273473866,9457.364242288535
2523,2023-07-03,4747,STK016,BUY,24,5.252221070655064,Retail,Monday,False,False,Low,Energy,Renewables,62.66804326627595,1504.0330383906228
2524,2023-07-03,4747,STK019,BUY,99,5.251173346739219,Retail,Monday,False,False,Mid,Energy,Oil & Gas,45.97413933151209,4551.439793819697
2525,2023-07-04,2426,STK006,SELL,141,5.212487109942844,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,14402.453254295535
2526,2023-07-04,4955,STK006,SELL,25,5.3127625309795325,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,2553.626463527577
2527,2023-07-04,2654,STK006,BUY,138,4.824305715904762,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,14096.018078672225
2528,2023-07-04,193,STK006,BUY,152,5.357811938333676,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,15526.048898247669
2529,2023-07-04,3588,STK006,SELL,164,5.106248458299202,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,16751.789600740907
2530,2023-07-04,3813,STK006,BUY,91,5.698769932832657,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,9295.20032724038
2531,2023-07-04,4747,STK006,SELL,430,5.253842876446207,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,43922.37517267433
2532,2023-07-04,313,STK006,BUY,1011,6.2878585601617845,Institutional,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,103268.65418505522
2533,2023-07-04,182,STK006,BUY,178,5.826206575739907,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,18181.820420316348
2534,2023-07-04,4955,STK006,SELL,557,5.319834210010287,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,56894.797607394416
2535,2023-07-04,4747,STK006,BUY,159,5.253476892074882,Retail,Tuesday,False,False,High,Energy,Oil & Gas,102.14505854110308,16241.06430803539
2536,2023-07-04,2946,STK008,SELL,78,5.15427377096406,Retail,Tuesday,False,False,High,Energy,Oil & Gas,121.71425726131434,9493.712066382519
2537,2023-07-04,587,STK009,BUY,36,3.58351893845611,Institutional,Tuesday,False,False,High,Technology,Hardware,363.66948500416055,13092.101460149779
2538,2023-07-04,4636,STK009,BUY,72,4.553876891600541,Retail,Tuesday,False,False,High,Technology,Hardware,363.66948500416055,26184.202920299558
2539,2023-07-04,3938,STK011,SELL,61,5.216619122563531,Retail,Tuesday,False,False,Mid,Finance,Asset Management,87.04184542957105,5309.552571203834
2540,2023-07-04,1135,STK011,BUY,74,4.30406509320417,Retail,Tuesday,False,False,Mid,Finance,Asset Management,87.04184542957105,6441.096561788258
2541,2023-07-04,3588,STK013,SELL,82,5.103275245344702,Retail,Tuesday,False,False,Mid,Energy,Utilities,149.103439548532,12226.482042979625
2542,2023-07-04,845,STK013,SELL,1,4.989207346682635,Retail,Tuesday,False,False,Mid,Energy,Utilities,149.103439548532,149.103439548532
2543,2023-07-04,3241,STK013,BUY,24,3.1780538303479458,Retail,Tuesday,False,False,Mid,Energy,Utilities,149.103439548532,3578.482549164768
2544,2023-07-04,4747,STK018,SELL,54,5.251959242569887,Retail,Tuesday,False,False,Mid,Technology,Software,164.32849576562177,8873.738771343575
2545,2023-07-04,4747,STK018,SELL,134,5.2513305753237,Retail,Tuesday,False,False,Mid,Technology,Software,164.32849576562177,22020.018432593315
2546,2023-07-04,3087,STK018,SELL,127,4.730921391293652,Retail,Tuesday,False,False,Mid,Technology,Software,164.32849576562177,20869.718962233965
2547,2023-07-04,193,STK019,BUY,229,5.358471289367784,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas,55.65861688909049,12745.823267601721
2548,2023-07-04,570,STK019,BUY,158,5.285738584341177,Institutional,Tuesday,False,False,Mid,Energy,Oil & Gas,55.65861688909049,8794.061468476297
2549,2023-07-04,2470,STK020,BUY,498,6.0390635259072605,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas,74.18090325002993,36942.089818514905
2550,2023-07-05,587,STK006,BUY,231,4.894101477840304,Institutional,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,24386.15728445331
2551,2023-07-05,4955,STK006,SELL,405,5.323790162521068,Retail,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,42754.95108313243
2552,2023-07-05,623,STK006,BUY,262,5.568344503761097,Retail,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,27658.758478470856
2553,2023-07-05,1157,STK006,SELL,30,5.103153701740784,Retail,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,3167.033413565365
2554,2023-07-05,4955,STK006,SELL,177,5.323205082055815,Retail,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,18685.497140035655
2555,2023-07-05,4519,STK006,SELL,29,5.363308910055477,Institutional,Wednesday,False,False,High,Energy,Oil & Gas,105.56778045217884,3061.4656331131864
2556,2023-07-05,3588,STK008,BUY,276,5.10727791913436,Retail,Wednesday,False,False,High,Energy,Oil & Gas,123.69149721982583,34138.85323267193
2557,2023-07-05,4955,STK009,BUY,455,5.328070324697385,Retail,Wednesday,False,False,High,Technology,Hardware,377.4543883637391,171741.74670550128
2558,2023-07-05,1816,STK012,SELL,24,5.011834574671738,Retail,Wednesday,False,False,High,Technology,Hardware,19.48543484679733,467.65043632313586
2559,2023-07-05,3588,STK012,SELL,95,5.104732617475372,Retail,Wednesday,False,False,High,Technology,Hardware,19.48543484679733,1851.1163104457462
2560,2023-07-05,4955,STK012,SELL,29,5.324667141870819,Retail,Wednesday,False,False,High,Technology,Hardware,19.48543484679733,565.0776105571225
2561,2023-07-05,4747,STK013,SELL,111,5.250491737065432,Retail,Wednesday,False,False,Mid,Energy,Utilities,151.25612259917384,16789.429608508297
2562,2023-07-05,530,STK013,BUY,316,5.755742213586912,Retail,Wednesday,False,False,Mid,Energy,Utilities,151.25612259917384,47796.93474133893
2563,2023-07-05,4747,STK013,SELL,22,5.248654321528936,Retail,Wednesday,False,False,Mid,Energy,Utilities,151.25612259917384,3327.6346971818243
2564,2023-07-05,3588,STK014,BUY,25,5.099744469168032,Retail,Wednesday,False,False,Low,Healthcare,Pharmaceuticals,73.43577720148944,1835.8944300372361
2565,2023-07-05,4955,STK017,SELL,186,5.324277468217568,Retail,Wednesday,False,False,Mid,Healthcare,Pharmaceuticals,141.90238223473804,26393.843095661276
2566,2023-07-05,193,STK018,SELL,846,5.383209833565999,Retail,Wednesday,False,False,Mid,Technology,Software,165.55489937994795,140059.44487543596
2567,2023-07-05,4747,STK018,BUY,73,5.247339811783169,Retail,Wednesday,False,False,Mid,Technology,Software,165.55489937994795,12085.5076547362
2568,2023-07-06,3853,STK006,SELL,23,4.742058438050213,Retail,Thursday,False,False,High,Energy,Oil & Gas,103.94079435360898,2390.6382701330067
2569,2023-07-06,3588,STK006,SELL,107,5.097730000947189,Retail,Thursday,False,False,High,Energy,Oil & Gas,103.94079435360898,11121.664995836161
2570,2023-07-06,2871,STK006,BUY,213,4.735496447663666,Retail,Thursday,False,False,High,Energy,Oil & Gas,103.94079435360898,22139.389197318713
2571,2023-07-06,3498,STK007,BUY,104,5.268373490174964,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,146.5729337482511,15243.585109818116
2572,2023-07-06,845,STK007,BUY,75,4.976526824462806,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,146.5729337482511,10992.970031118834
2573,2023-07-06,2516,STK008,BUY,86,4.454347296253507,Retail,Thursday,False,False,High,Energy,Oil & Gas,121.09300932705496,10413.998802126727
2574,2023-07-06,4747,STK009,BUY,277,5.248286432942471,Retail,Thursday,False,False,High,Technology,Hardware,357.2639807755318,98962.12267482231
2575,2023-07-06,855,STK009,BUY,74,4.30406509320417,Retail,Thursday,False,False,High,Technology,Hardware,357.2639807755318,26437.534577389353
2576,2023-07-06,3938,STK009,BUY,194,5.2171073111224935,Retail,Thursday,False,False,High,Technology,Hardware,357.2639807755318,69309.21227045318
2577,2023-07-06,3938,STK009,BUY,60,5.210905909537067,Retail,Thursday,False,False,High,Technology,Hardware,357.2639807755318,21435.838846531908
2578,2023-07-06,1502,STK009,BUY,86,4.454347296253507,Retail,Thursday,False,False,High,Technology,Hardware,357.2639807755318,30724.702346695736
2579,2023-07-06,4747,STK011,BUY,26,5.24649761781824,Retail,Thursday,False,False,Mid,Finance,Asset Management,85.24779561463944,2216.4426859806254
2580,2023-07-06,4747,STK012,BUY,79,5.245285719996231,Retail,Thursday,False,False,High,Technology,Hardware,12.273065736691828,969.5721931986544
2581,2023-07-06,3588,STK013,SELL,16,5.092461026620419,Retail,Thursday,False,False,Mid,Energy,Utilities,149.97055274535444,2399.528843925671
2582,2023-07-06,4747,STK013,SELL,53,5.243808381047644,Retail,Thursday,False,False,Mid,Energy,Utilities,149.97055274535444,7948.439295503786
2583,2023-07-06,363,STK013,BUY,244,6.107022887742255,Retail,Thursday,False,False,Mid,Energy,Utilities,149.97055274535444,36592.81486986648
2584,2023-07-06,2426,STK018,BUY,19,5.182176731413223,Retail,Thursday,False,False,Mid,Technology,Software,171.05141336465152,3249.976853928379
2585,2023-07-06,2594,STK018,BUY,85,4.219507705176107,Institutional,Thursday,False,False,Mid,Technology,Software,171.05141336465152,14539.37013599538
2586,2023-07-06,3588,STK018,BUY,41,5.088151736524084,Retail,Thursday,False,False,Mid,Technology,Software,171.05141336465152,7013.1079479507125
2587,2023-07-06,192,STK018,BUY,54,6.335054251498059,Retail,Thursday,False,False,Mid,Technology,Software,171.05141336465152,9236.776321691183
2588,2023-07-06,4023,STK020,BUY,51,5.448890225027411,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,76.35812847302252,3894.2645521241484
2589,2023-07-06,4747,STK020,SELL,179,5.243702773274814,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,76.35812847302252,13668.10499667103
2590,2023-07-07,3938,STK001,BUY,16,5.202577094267201,Retail,Friday,False,False,Low,Energy,Utilities,4.273902386495899,68.38243818393438
2591,2023-07-07,4747,STK009,SELL,183,5.243649965205728,Retail,Friday,False,False,High,Technology,Hardware,350.1078132751387,64069.729829350385
2592,2023-07-07,2920,STK009,BUY,176,4.8342958089798485,Retail,Friday,False,False,High,Technology,Hardware,350.1078132751387,61618.975136424415
2593,2023-07-07,3032,STK009,BUY,1104,7.00669522683704,Retail,Friday,False,False,High,Technology,Hardware,350.1078132751387,386519.02585575316
2594,2023-07-07,4519,STK012,SELL,656,5.392080896360199,Institutional,Friday,False,False,High,Technology,Hardware,18.97292739735377,12446.240372664073
2595,2023-07-07,3588,STK012,SELL,662,5.10570302026865,Retail,Friday,False,False,High,Technology,Hardware,18.97292739735377,12560.077937048196
2596,2023-07-07,726,STK013,BUY,126,4.983606621708336,Retail,Friday,False,False,Mid,Energy,Utilities,148.57560951987222,18720.5267995039
2597,2023-07-07,4023,STK013,SELL,42,5.431317368009281,Retail,Friday,False,False,Mid,Energy,Utilities,148.57560951987222,6240.175599834633
2598,2023-07-07,3681,STK013,BUY,42,3.737669618283368,Retail,Friday,False,False,Mid,Energy,Utilities,148.57560951987222,6240.175599834633
2599,2023-07-07,1494,STK013,SELL,143,5.908082938168931,Retail,Friday,False,False,Mid,Energy,Utilities,148.57560951987222,21246.312161341728
2600,2023-07-07,4747,STK013,SELL,21,5.241799923712865,Retail,Friday,False,False,Mid,Energy,Utilities,148.57560951987222,3120.0877999173167
2601,2023-07-07,2646,STK018,BUY,14,2.6390573296152584,Retail,Friday,False,False,Mid,Technology,Software,170.9597093400594,2393.4359307608315
2602,2023-07-10,4747,STK005,BUY,7,5.239840436789061,Retail,Monday,False,False,Low,Energy,Renewables,82.40575057694187,576.8402540385931
2603,2023-07-10,4519,STK006,SELL,147,5.3874722778589295,Institutional,Monday,False,False,High,Energy,Oil & Gas,108.15331328500211,15898.53705289531
2604,2023-07-10,193,STK006,BUY,71,5.377590547442544,Retail,Monday,False,False,High,Energy,Oil & Gas,108.15331328500211,7678.8852432351505
2605,2023-07-10,4519,STK006,BUY,291,5.391989842410672,Institutional,Monday,False,False,High,Energy,Oil & Gas,108.15331328500211,31472.614165935614
2606,2023-07-10,287,STK006,BUY,289,5.666426688112432,Retail,Monday,False,False,High,Energy,Oil & Gas,108.15331328500211,31256.30753936561
2607,2023-07-10,227,STK006,BUY,191,5.00535470965233,Retail,Monday,False,False,High,Energy,Oil & Gas,108.15331328500211,20657.282837435403
2608,2023-07-10,4747,STK008,BUY,222,5.2402114451410045,Retail,Monday,False,False,High,Energy,Oil & Gas,125.10157067464438,27772.54868977105
2609,2023-07-10,2716,STK008,BUY,25,4.74493212836325,Retail,Monday,False,False,High,Energy,Oil & Gas,125.10157067464438,3127.5392668661093
2610,2023-07-10,4519,STK008,SELL,117,5.385687012684944,Institutional,Monday,False,False,High,Energy,Oil & Gas,125.10157067464438,14636.883768933392
2611,2023-07-10,3588,STK008,BUY,126,5.104368473513103,Retail,Monday,False,False,High,Energy,Oil & Gas,125.10157067464438,15762.79790500519
2612,2023-07-10,2640,STK011,BUY,155,5.43372200355424,Institutional,Monday,False,False,Mid,Finance,Asset Management,81.5934918947706,12646.991243689443
2613,2023-07-10,3938,STK011,BUY,102,5.1986075223990245,Retail,Monday,False,False,Mid,Finance,Asset Management,81.5934918947706,8322.5361732666
2614,2023-07-10,1513,STK011,SELL,60,5.334070536253854,Retail,Monday,False,False,Mid,Finance,Asset Management,81.5934918947706,4895.609513686236
2615,2023-07-10,4955,STK011,BUY,66,5.32159434345253,Retail,Monday,False,False,Mid,Finance,Asset Management,81.5934918947706,5385.170465054859
2616,2023-07-10,2290,STK012,BUY,342,5.834810737062605,Retail,Monday,False,False,High,Technology,Hardware,18.8005651397711,6429.793277801716
2617,2023-07-10,938,STK013,BUY,440,6.0867747269123065,Retail,Monday,False,False,Mid,Energy,Utilities,148.61135885865403,65388.99789780777
2618,2023-07-10,4955,STK017,BUY,102,5.3196384482517205,Retail,Monday,False,False,Mid,Healthcare,Pharmaceuticals,144.85381658247283,14775.089291412229
2619,2023-07-10,1624,STK017,BUY,63,4.143134726391533,Retail,Monday,False,False,Mid,Healthcare,Pharmaceuticals,144.85381658247283,9125.79044469579
2620,2023-07-10,43,STK017,BUY,47,3.8501476017100575,Retail,Monday,False,False,Mid,Healthcare,Pharmaceuticals,144.85381658247283,6808.129379376223
2621,2023-07-10,4,STK018,SELL,53,4.990432586778736,Retail,Monday,False,False,Mid,Technology,Software,177.90301606095963,9428.85985123086
2622,2023-07-10,2820,STK020,BUY,733,6.1779441140506,Retail,Monday,False,False,Mid,Energy,Oil & Gas,77.14233996228535,56545.33519235516
2623,2023-07-11,2571,STK008,BUY,288,5.662960480135946,Retail,Tuesday,False,False,High,Energy,Oil & Gas,125.07871400709926,36022.669634044585
2624,2023-07-11,3394,STK008,BUY,84,4.328098292648326,Institutional,Tuesday,False,False,High,Energy,Oil & Gas,125.07871400709926,10506.611976596338
2625,2023-07-11,1185,STK009,BUY,306,5.832322263261433,Institutional,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,106419.91403467531
2626,2023-07-11,4747,STK009,SELL,55,5.23877965383184,Retail,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,19127.76232649393
2627,2023-07-11,4351,STK009,BUY,37,3.610917912644224,Retail,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,12867.767383277735
2628,2023-07-11,1513,STK009,SELL,83,5.32768197517794,Retail,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,28865.532238163567
2629,2023-07-11,227,STK009,BUY,1594,5.285080139766016,Retail,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,554357.3299714786
2630,2023-07-11,2779,STK009,BUY,194,5.120386158055375,Retail,Tuesday,False,False,High,Technology,Hardware,347.77749684534416,67468.83438799677
2631,2023-07-11,4955,STK010,SELL,225,5.320029933453687,Retail,Tuesday,False,False,High,Consumer,Retail,154.16417920110123,34686.94032024778
2632,2023-07-11,430,STK012,BUY,18,2.8903717578961645,Retail,Tuesday,False,False,High,Technology,Hardware,18.744081117810985,337.39346012059775
2633,2023-07-11,366,STK013,BUY,6,5.096078775913723,Retail,Tuesday,False,False,Mid,Energy,Utilities,143.0616410252976,858.3698461517856
2634,2023-07-11,3452,STK013,BUY,447,6.102558594613569,Retail,Tuesday,False,False,Mid,Energy,Utilities,143.0616410252976,63948.55353830803
2635,2023-07-11,3588,STK015,SELL,25,5.099500507224884,Retail,Tuesday,False,False,Low,Energy,Utilities,18.27284397678691,456.82109941967275
2636,2023-07-11,4955,STK015,BUY,184,5.3196384482517205,Retail,Tuesday,False,False,Low,Energy,Utilities,18.27284397678691,3362.203291728791
2637,2023-07-11,1157,STK018,BUY,115,5.098463004461776,Retail,Tuesday,False,False,Mid,Technology,Software,177.28559228724973,20387.84311303372
2638,2023-07-11,1816,STK018,BUY,121,5.000988917044451,Retail,Tuesday,False,False,Mid,Technology,Software,177.28559228724973,21451.556666757217
2639,2023-07-11,3588,STK018,BUY,108,5.0976077814408045,Retail,Tuesday,False,False,Mid,Technology,Software,177.28559228724973,19146.84396702297
2640,2023-07-11,3588,STK020,BUY,32,5.093075126369514,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas,58.30799966421868,1865.8559892549977
2641,2023-07-12,3938,STK006,BUY,1508,5.262016386821705,Retail,Wednesday,False,False,High,Energy,Oil & Gas,97.75276730196816,147411.173091368
2642,2023-07-12,4023,STK006,SELL,189,5.427677571853744,Retail,Wednesday,False,False,High,Energy,Oil & Gas,97.75276730196816,18475.27302007198
2643,2023-07-12,1157,STK006,BUY,209,5.1026673795427495,Retail,Wednesday,False,False,High,Energy,Oil & Gas,97.75276730196816,20430.328366111346
2644,2023-07-12,771,STK006,BUY,51,4.110873864173311,Retail,Wednesday,False,False,High,Energy,Oil & Gas,97.75276730196816,4985.391132400377
2645,2023-07-12,3261,STK006,BUY,1383,7.232010331664759,Retail,Wednesday,False,False,High,Energy,Oil & Gas,97.75276730196816,135192.07717862196
2646,2023-07-12,456,STK009,BUY,406,6.0063531596017325,Retail,Wednesday,False,False,High,Technology,Hardware,337.78270807750494,137139.779479467
2647,2023-07-12,280,STK009,SELL,123,5.104732617475372,Institutional,Wednesday,False,False,High,Technology,Hardware,337.78270807750494,41547.273093533106
2648,2023-07-12,1513,STK009,SELL,737,5.354461377166077,Retail,Wednesday,False,False,High,Technology,Hardware,337.78270807750494,248945.85585312115
2649,2023-07-12,4747,STK009,BUY,299,5.239946453221707,Retail,Wednesday,False,False,High,Technology,Hardware,337.78270807750494,100997.02971517398
2650,2023-07-12,4664,STK009,BUY,469,6.150602768446279,Retail,Wednesday,False,False,High,Technology,Hardware,337.78270807750494,158420.09008834983
2651,2023-07-12,3821,STK012,BUY,1059,6.965080345601407,Retail,Wednesday,False,False,High,Technology,Hardware,19.3497345243623,20491.368861299678
2652,2023-07-12,4747,STK012,BUY,321,5.241376576085226,Retail,Wednesday,False,False,High,Technology,Hardware,19.3497345243623,6211.264782320299
2653,2023-07-12,2583,STK013,BUY,62,4.23410650459726,Retail,Wednesday,False,False,Mid,Energy,Utilities,144.7515869770072,8974.598392574448
2654,2023-07-12,2890,STK013,BUY,77,4.343805421853684,Retail,Wednesday,False,False,Mid,Energy,Utilities,144.7515869770072,11145.872197229555
2655,2023-07-12,3938,STK013,BUY,56,5.255670791826564,Retail,Wednesday,False,False,Mid,Energy,Utilities,144.7515869770072,8106.088870712403
2656,2023-07-12,3588,STK013,SELL,201,5.094363509626968,Retail,Wednesday,False,False,Mid,Energy,Utilities,144.7515869770072,29095.06898237845
2657,2023-07-12,2062,STK018,BUY,876,6.775366090936392,Institutional,Wednesday,False,False,Mid,Technology,Software,175.96755997925658,154147.58254182877
2658,2023-07-12,4955,STK018,BUY,258,5.320665770211798,Retail,Wednesday,False,False,Mid,Technology,Software,175.96755997925658,45399.6304746482
2659,2023-07-12,687,STK018,BUY,90,4.499809670330265,Retail,Wednesday,False,False,Mid,Technology,Software,175.96755997925658,15837.080398133092
2660,2023-07-12,4747,STK020,BUY,92,5.240370406593187,Retail,Wednesday,False,False,Mid,Energy,Oil & Gas,76.81952297575883,7067.3961137698125
2661,2023-07-13,677,STK003,BUY,23,5.575949103146316,Retail,Thursday,False,False,Low,Technology,Software,16.10787565354321,370.48114003149385
2662,2023-07-13,1090,STK004,BUY,81,5.515442845536684,Institutional,Thursday,False,False,Low,Finance,Asset Management,67.80787047199284,5492.43750823142
2663,2023-07-13,3961,STK006,BUY,49,5.306285536197214,Retail,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,4797.127419731538
2664,2023-07-13,3339,STK006,SELL,132,5.577084821610244,Retail,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,12922.873865399244
2665,2023-07-13,296,STK006,BUY,319,5.765191102784844,Institutional,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,31230.278508048174
2666,2023-07-13,2480,STK006,BUY,70,5.440250862436703,Retail,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,6853.039171045054
2667,2023-07-13,1266,STK006,BUY,106,5.159055299214529,Retail,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,10377.45931615394
2668,2023-07-13,4599,STK006,BUY,400,5.908082938168931,Institutional,Thursday,False,False,High,Energy,Oil & Gas,97.90055958635791,39160.22383454317
2669,2023-07-13,4519,STK009,BUY,431,5.398569858437128,Institutional,Thursday,False,False,High,Technology,Hardware,332.699573858931,143393.51633319925
2670,2023-07-13,3695,STK010,BUY,1691,7.43307534889858,Retail,Thursday,False,False,High,Consumer,Retail,153.14052553736855,258960.6286836902
2671,2023-07-13,4955,STK012,SELL,291,5.32227800399288,Retail,Thursday,False,False,High,Technology,Hardware,19.25347397636585,5602.760927122462
2672,2023-07-13,3588,STK012,BUY,178,5.094853886000654,Retail,Thursday,False,False,High,Technology,Hardware,19.25347397636585,3427.1183677931213
2673,2023-07-13,4955,STK012,BUY,198,5.322180366812565,Retail,Thursday,False,False,High,Technology,Hardware,19.25347397636585,3812.1878473204383
2674,2023-07-13,474,STK013,BUY,114,5.445357109197351,Retail,Thursday,False,False,Mid,Energy,Utilities,144.86703051427543,16514.841478627397
2675,2023-07-13,4519,STK013,BUY,89,5.390714215814004,Institutional,Thursday,False,False,Mid,Energy,Utilities,144.86703051427543,12893.165715770512
2676,2023-07-13,4845,STK019,BUY,199,6.463809184055691,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,55.92795252646404,11129.662552766344
2677,2023-07-14,474,STK006,SELL,129,5.422965671113147,Retail,Friday,False,False,High,Energy,Oil & Gas,96.20514567876684,12410.463792560922
2678,2023-07-14,1797,STK006,BUY,82,5.181783550292085,Retail,Friday,False,False,High,Energy,Oil & Gas,96.20514567876684,7888.821945658881
2679,2023-07-14,1513,STK006,BUY,44,5.346154695962197,Retail,Friday,False,False,High,Energy,Oil & Gas,96.20514567876684,4233.026409865741
2680,2023-07-14,4519,STK006,SELL,74,5.382060909980896,Institutional,Friday,False,False,High,Energy,Oil & Gas,96.20514567876684,7119.180780228746
2681,2023-07-14,4519,STK006,SELL,217,5.382014925569603,Institutional,Friday,False,False,High,Energy,Oil & Gas,96.20514567876684,20876.516612292406
2682,2023-07-14,4747,STK009,BUY,358,5.242170205925036,Retail,Friday,False,False,High,Technology,Hardware,377.4543883637391,135128.6710342186
2683,2023-07-14,827,STK009,BUY,253,5.53338948872752,Institutional,Friday,False,False,High,Technology,Hardware,377.4543883637391,95495.960256026
2684,2023-07-14,4990,STK011,BUY,174,5.159055299214529,Retail,Friday,False,False,Mid,Finance,Asset Management,81.73484630640769,14221.863257314937
2685,2023-07-14,193,STK011,BUY,164,5.375602429257579,Retail,Friday,False,False,Mid,Finance,Asset Management,81.73484630640769,13404.514794250861
2686,2023-07-14,4747,STK012,BUY,599,5.24649761781824,Retail,Friday,False,False,High,Technology,Hardware,18.79138864855165,11256.041800482439
2687,2023-07-14,845,STK012,BUY,114,4.971201224850849,Retail,Friday,False,False,High,Technology,Hardware,18.79138864855165,2142.218305934888
2688,2023-07-14,193,STK013,BUY,22,5.368216493927704,Retail,Friday,False,False,Mid,Energy,Utilities,144.11636507538418,3170.560031658452
2689,2023-07-14,4955,STK013,BUY,210,5.32227800399288,Retail,Friday,False,False,Mid,Energy,Utilities,144.11636507538418,30264.43666583068
2690,2023-07-14,1328,STK018,BUY,299,5.700443573390687,Retail,Friday,False,False,Mid,Technology,Software,182.2661900666807,54497.59082993753
2691,2023-07-14,3938,STK018,BUY,171,5.254731138385114,Retail,Friday,False,False,Mid,Technology,Software,182.2661900666807,31167.5185014024
2692,2023-07-14,4519,STK018,BUY,102,5.375278407684165,Institutional,Friday,False,False,Mid,Technology,Software,182.2661900666807,18591.151386801434
2693,2023-07-14,2366,STK018,BUY,45,3.80666248977032,Retail,Friday,False,False,Mid,Technology,Software,182.2661900666807,8201.978553000632
2694,2023-07-17,4955,STK001,SELL,24,5.318855017765585,Retail,Monday,False,False,Low,Energy,Utilities,4.160170100396842,99.8440824095242
2695,2023-07-17,4700,STK001,SELL,19,5.080223543865933,Institutional,Monday,False,False,Low,Energy,Utilities,4.160170100396842,79.04323190753999
2696,2023-07-17,4747,STK002,BUY,10,5.244600084042049,Retail,Monday,False,False,Low,Consumer,Retail,170.11113468618387,1701.1113468618387
2697,2023-07-17,1759,STK006,BUY,175,5.1647859739235145,Retail,Monday,False,False,High,Energy,Oil & Gas,94.9572264273526,16617.514624786705
2698,2023-07-17,2680,STK006,BUY,135,4.90527477843843,Retail,Monday,False,False,High,Energy,Oil & Gas,94.9572264273526,12819.2255676926
2699,2023-07-17,4747,STK006,SELL,18,5.2428046566177775,Retail,Monday,False,False,High,Energy,Oil & Gas,94.9572264273526,1709.2300756923466
2700,2023-07-17,1785,STK006,BUY,615,6.421622267806518,Retail,Monday,False,False,High,Energy,Oil & Gas,94.9572264273526,58398.69425282184
2701,2023-07-17,231,STK006,BUY,98,4.516338972281476,Retail,Monday,False,False,High,Energy,Oil & Gas,94.9572264273526,9305.808189880554
