transaction_id,timestamp,customer_id,stock_ticker,quantity,average_trade_size,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_price,total_trade_amount,transaction_type,customer_account_type,stock_sector,stock_industry
632.0,2023-02-13,227.0,8.0,315.0,5.280306133746185,0.0,0.0,0.0,High,283.3481203874027,89254.65792203184,BUY,Retail,Technology,Hardware
633.0,2023-02-13,835.0,8.0,152.0,5.0238805208462765,0.0,0.0,0.0,High,283.3481203874027,43068.9142988852,BUY,Retail,Technology,Hardware
634.0,2023-02-13,4955.0,8.0,46.0,5.302159974265488,0.0,0.0,0.0,High,283.3481203874027,13034.013537820523,BUY,Retail,Technology,Hardware
635.0,2023-02-13,845.0,8.0,89.0,4.777273042587714,0.0,0.0,0.0,High,283.3481203874027,25217.98271447884,SELL,Retail,Technology,Hardware
636.0,2023-02-13,193.0,11.0,23.0,5.276429566790007,0.0,0.0,0.0,High,26.24561786833788,603.6492109717713,SELL,Retail,Technology,Hardware
637.0,2023-02-13,4697.0,11.0,113.0,5.048252157667562,0.0,0.0,0.0,High,26.24561786833788,2965.7548191221804,BUY,Retail,Technology,Hardware
638.0,2023-02-13,3668.0,11.0,443.0,5.4359030295006,0.0,0.0,0.0,High,26.24561786833788,11626.808715673682,BUY,Retail,Technology,Hardware
639.0,2023-02-13,4955.0,11.0,642.0,5.339987001719429,0.0,0.0,0.0,High,26.24561786833788,16849.68667147292,BUY,Retail,Technology,Hardware
640.0,2023-02-13,3572.0,12.0,39.0,3.6635616461296463,0.0,0.0,0.0,Mid,162.93030607472656,6354.281936914336,BUY,Retail,Energy,Utilities
641.0,2023-02-13,4747.0,12.0,59.0,4.994980054485683,0.0,0.0,0.0,Mid,162.93030607472656,9612.888058408867,BUY,Retail,Energy,Utilities
642.0,2023-02-13,4519.0,12.0,140.0,5.241323645027916,0.0,0.0,0.0,Mid,162.93030607472656,22810.24285046172,BUY,Institutional,Energy,Utilities
643.0,2023-02-13,227.0,17.0,201.0,5.2832037287379885,0.0,0.0,0.0,Mid,126.4701956652239,25420.509328710003,BUY,Retail,Technology,Software
644.0,2023-02-13,3974.0,17.0,88.0,4.477336814478207,0.0,0.0,0.0,Mid,126.4701956652239,11129.377218539705,BUY,Retail,Technology,Software
645.0,2023-02-13,3498.0,17.0,127.0,5.285232126999381,0.0,0.0,0.0,Mid,126.4701956652239,16061.714849483436,BUY,Retail,Technology,Software
646.0,2023-02-13,3813.0,18.0,819.0,6.17690623123818,0.0,0.0,0.0,Mid,45.97413933151209,37652.8201125084,BUY,Retail,Energy,Oil & Gas
647.0,2023-02-14,1157.0,2.0,82.0,5.597977415759225,1.0,0.0,0.0,Low,12.761485719574816,1046.4418290051349,BUY,Retail,Technology,Software
648.0,2023-02-14,1513.0,5.0,295.0,5.3171391207886245,1.0,0.0,0.0,High,132.42286755360252,39064.74592831274,SELL,Retail,Energy,Oil & Gas
649.0,2023-02-14,2750.0,5.0,92.0,4.5217885770490405,1.0,0.0,0.0,High,132.42286755360252,12182.903814931433,BUY,Retail,Energy,Oil & Gas
650.0,2023-02-14,2372.0,5.0,138.0,4.927253685157205,1.0,0.0,0.0,High,132.42286755360252,18274.355722397147,BUY,Retail,Energy,Oil & Gas
651.0,2023-02-14,4747.0,5.0,55.0,4.989275454974846,1.0,0.0,0.0,High,132.42286755360252,7283.257715448139,SELL,Retail,Energy,Oil & Gas
652.0,2023-02-14,295.0,8.0,157.0,4.90527477843843,1.0,0.0,0.0,High,292.1644023580125,45869.81117020797,BUY,Retail,Technology,Hardware
653.0,2023-02-14,193.0,11.0,190.0,5.27556037942542,1.0,0.0,0.0,High,26.11674205225848,4962.180989929111,SELL,Retail,Technology,Hardware
654.0,2023-02-14,4955.0,11.0,165.0,5.336383567354493,1.0,0.0,0.0,High,26.11674205225848,4309.262438622649,SELL,Retail,Technology,Hardware
655.0,2023-02-14,2187.0,12.0,165.0,5.10594547390058,1.0,0.0,0.0,Mid,161.65106635050157,26672.42594783276,BUY,Retail,Energy,Utilities
656.0,2023-02-14,3477.0,17.0,103.0,4.634728988229636,1.0,0.0,0.0,Mid,129.1577413061042,13303.247354528734,BUY,Retail,Technology,Software
657.0,2023-02-14,4747.0,17.0,149.0,4.989411657644629,1.0,0.0,0.0,Mid,129.1577413061042,19244.503454609527,SELL,Retail,Technology,Software
658.0,2023-02-14,3938.0,17.0,18.0,5.322863626966037,1.0,0.0,0.0,Mid,129.1577413061042,2324.839343509876,BUY,Retail,Technology,Software
659.0,2023-02-14,3588.0,19.0,31.0,5.159916996812011,1.0,0.0,0.0,Mid,78.8658772111224,2444.842193544794,BUY,Retail,Energy,Oil & Gas
660.0,2023-02-15,2372.0,0.0,166.0,5.0238805208462765,2.0,0.0,0.0,Low,1.6520725207861031,274.2440384504931,BUY,Retail,Energy,Utilities
661.0,2023-02-15,1157.0,2.0,82.0,5.556132839393524,2.0,0.0,0.0,Low,12.836025159683777,1052.5540630940698,SELL,Retail,Technology,Software
662.0,2023-02-15,4955.0,5.0,142.0,5.330978148787585,2.0,0.0,0.0,High,119.0282282325454,16902.008409021448,BUY,Retail,Energy,Oil & Gas
663.0,2023-02-15,2946.0,5.0,45.0,5.241747015059643,2.0,0.0,0.0,High,119.0282282325454,5356.270270464544,SELL,Retail,Energy,Oil & Gas
664.0,2023-02-15,4747.0,5.0,112.0,4.987298428731818,2.0,0.0,0.0,High,119.0282282325454,13331.161562045085,BUY,Retail,Energy,Oil & Gas
665.0,2023-02-15,3339.0,7.0,288.0,5.4785534168509695,2.0,0.0,0.0,High,138.74180667569533,39957.64032260026,BUY,Retail,Energy,Oil & Gas
666.0,2023-02-15,3394.0,8.0,57.0,4.151039905898646,2.0,0.0,0.0,High,296.05167601938547,16874.945533104972,BUY,Institutional,Technology,Hardware
667.0,2023-02-15,2426.0,11.0,256.0,6.172743894323493,2.0,0.0,0.0,High,25.227143230366096,6458.1486669737205,SELL,Retail,Technology,Hardware
668.0,2023-02-15,1157.0,11.0,58.0,5.51209721490928,2.0,0.0,0.0,High,25.227143230366096,1463.1743073612336,SELL,Retail,Technology,Hardware
670.0,2023-02-15,4955.0,11.0,123.0,5.324228748332538,2.0,0.0,0.0,High,25.227143230366096,3102.93861733503,SELL,Retail,Technology,Hardware
671.0,2023-02-15,4153.0,11.0,233.0,5.4510384535657,2.0,0.0,0.0,High,25.227143230366096,5877.9243726753,BUY,Retail,Technology,Hardware
672.0,2023-02-15,1157.0,12.0,46.0,5.468271089348128,2.0,0.0,0.0,Mid,159.17614878271564,7322.102844004919,BUY,Retail,Energy,Utilities
673.0,2023-02-15,4747.0,12.0,104.0,4.980038620118788,2.0,0.0,0.0,Mid,159.17614878271564,16554.319473402426,SELL,Retail,Energy,Utilities
675.0,2023-02-15,4747.0,13.0,18.0,4.972379448641723,2.0,0.0,0.0,Low,112.38548989007782,2022.9388180214007,BUY,Retail,Healthcare,Pharmaceuticals
676.0,2023-02-15,4955.0,17.0,211.0,5.324667141870819,2.0,0.0,0.0,Mid,128.81609123184083,27180.19524991841,SELL,Retail,Technology,Software
677.0,2023-02-15,845.0,19.0,90.0,4.752727750345706,2.0,0.0,0.0,Mid,58.30799966421868,5247.719969779681,BUY,Retail,Energy,Oil & Gas
678.0,2023-02-16,2583.0,5.0,76.0,4.330733340286331,3.0,0.0,0.0,High,117.06616398805632,8897.02846309228,BUY,Retail,Energy,Oil & Gas
679.0,2023-02-16,4955.0,5.0,31.0,5.310888023721889,3.0,0.0,0.0,High,117.06616398805632,3629.051083629746,BUY,Retail,Energy,Oil & Gas
680.0,2023-02-16,4697.0,11.0,90.0,4.960043507980195,3.0,0.0,0.0,High,26.140870076493588,2352.678306884423,SELL,Retail,Technology,Hardware
681.0,2023-02-16,3163.0,11.0,171.0,4.950177325059141,3.0,0.0,0.0,High,26.140870076493588,4470.088783080403,BUY,Retail,Technology,Hardware
682.0,2023-02-16,4747.0,12.0,393.0,4.987161937910614,3.0,0.0,0.0,Mid,160.191840919946,62955.39348153878,SELL,Retail,Energy,Utilities
683.0,2023-02-16,4001.0,17.0,145.0,4.976733742420574,3.0,0.0,0.0,Mid,133.0831968464208,19297.06354273101,BUY,Retail,Technology,Software
684.0,2023-02-16,193.0,18.0,68.0,5.256765939389801,3.0,0.0,0.0,Mid,73.95043534381108,5028.629603379153,BUY,Retail,Energy,Oil & Gas
685.0,2023-02-17,3588.0,2.0,22.0,5.13885259189701,4.0,0.0,0.0,Low,12.998312430278755,285.96287346613263,BUY,Retail,Technology,Software
686.0,2023-02-17,2336.0,4.0,74.0,4.30406509320417,4.0,0.0,0.0,Low,198.81680061485216,14712.44324549906,BUY,Institutional,Energy,Renewables
687.0,2023-02-17,885.0,5.0,70.0,4.248495242049359,4.0,0.0,0.0,High,119.0209968240875,8331.469777686125,BUY,Retail,Energy,Oil & Gas
688.0,2023-02-17,4747.0,5.0,38.0,4.9807944520852345,4.0,0.0,0.0,High,119.0209968240875,4522.797879315325,BUY,Retail,Energy,Oil & Gas
689.0,2023-02-17,200.0,5.0,91.0,4.51085950651685,4.0,0.0,0.0,High,119.0209968240875,10830.910710991962,BUY,Institutional,Energy,Oil & Gas
690.0,2023-02-17,845.0,5.0,236.0,4.842768758271886,4.0,0.0,0.0,High,119.0209968240875,28088.95525048465,BUY,Retail,Energy,Oil & Gas
691.0,2023-02-17,3588.0,5.0,155.0,5.136739170891982,4.0,0.0,0.0,High,119.0209968240875,18448.254507733564,BUY,Retail,Energy,Oil & Gas
692.0,2023-02-17,4384.0,8.0,349.0,5.855071922202427,4.0,0.0,0.0,High,283.3350877089569,98883.94561042596,BUY,Institutional,Technology,Hardware
693.0,2023-02-17,227.0,8.0,335.0,5.358141668193703,4.0,0.0,0.0,High,283.3350877089569,94917.25438250056,BUY,Retail,Technology,Hardware
694.0,2023-02-17,3938.0,8.0,366.0,5.347869145377285,4.0,0.0,0.0,High,283.3350877089569,103700.64210147822,SELL,Retail,Technology,Hardware
695.0,2023-02-17,4747.0,8.0,344.0,4.992267636738071,4.0,0.0,0.0,High,283.3350877089569,97467.27017188116,BUY,Retail,Technology,Hardware
696.0,2023-02-17,3163.0,8.0,1033.0,5.669294544197528,4.0,0.0,0.0,High,283.3350877089569,292685.14560335246,BUY,Retail,Technology,Hardware
697.0,2023-02-17,3588.0,9.0,295.0,5.153291594497779,4.0,0.0,0.0,High,178.27772734327442,52591.92956626596,BUY,Retail,Consumer,Retail
698.0,2023-02-17,3007.0,10.0,46.0,3.828641396489095,4.0,0.0,0.0,Mid,72.6635759909988,3342.5244955859444,BUY,Retail,Finance,Asset Management
699.0,2023-02-17,1157.0,11.0,178.0,5.455748374496865,4.0,0.0,0.0,High,26.31273932769021,4683.667600328858,SELL,Retail,Technology,Hardware
700.0,2023-02-17,1094.0,11.0,295.0,5.9568731023383625,4.0,0.0,0.0,High,26.31273932769021,7762.258101668612,BUY,Retail,Technology,Hardware
701.0,2023-02-17,121.0,12.0,53.0,3.970291913552122,4.0,0.0,0.0,Mid,160.1594246574856,8488.449506846737,BUY,Retail,Energy,Utilities
702.0,2023-02-17,4955.0,12.0,20.0,5.296465653184562,4.0,0.0,0.0,Mid,160.1594246574856,3203.188493149712,BUY,Retail,Energy,Utilities
703.0,2023-02-17,3572.0,15.0,38.0,3.6506582412937374,4.0,0.0,0.0,Low,72.57670679467552,2757.9148581976697,BUY,Retail,Energy,Renewables
704.0,2023-02-17,4955.0,16.0,156.0,5.293053536872938,4.0,0.0,0.0,Mid,169.75386832326424,26481.60345842922,BUY,Retail,Healthcare,Pharmaceuticals
705.0,2023-02-17,3938.0,17.0,196.0,5.345773307704332,4.0,0.0,0.0,Mid,139.2554970381224,27294.07741947199,BUY,Retail,Technology,Software
706.0,2023-02-17,3363.0,17.0,303.0,5.713732805509369,4.0,0.0,0.0,Mid,139.2554970381224,42194.41560255109,BUY,Retail,Technology,Software
707.0,2023-02-17,3623.0,18.0,114.0,4.736198448394496,4.0,0.0,0.0,Mid,75.89015146672904,8651.47726720711,BUY,Institutional,Energy,Oil & Gas
708.0,2023-02-17,443.0,19.0,58.0,5.541263545158426,4.0,0.0,0.0,Mid,80.606211655132,4675.160275997656,BUY,Institutional,Energy,Oil & Gas
709.0,2023-02-20,182.0,0.0,322.0,5.864823646140585,0.0,0.0,0.0,Low,1.4079738781942448,453.3675887785468,BUY,Retail,Energy,Utilities
710.0,2023-02-20,4955.0,5.0,103.0,5.285637313390662,0.0,0.0,0.0,High,124.01584806971228,12773.632351180364,BUY,Retail,Energy,Oil & Gas
711.0,2023-02-20,3588.0,5.0,363.0,5.177391898619156,0.0,0.0,0.0,High,124.01584806971228,45017.75284930556,BUY,Retail,Energy,Oil & Gas
712.0,2023-02-20,2263.0,9.0,32.0,3.4657359027997265,0.0,0.0,0.0,High,184.65869820327725,5909.078342504872,BUY,Retail,Consumer,Retail
713.0,2023-02-20,3588.0,11.0,184.0,5.178237946217495,0.0,0.0,0.0,High,25.89222963182127,4764.170252255113,SELL,Retail,Technology,Hardware
715.0,2023-02-20,2735.0,11.0,135.0,4.90527477843843,0.0,0.0,0.0,High,25.89222963182127,3495.4510002958714,BUY,Retail,Technology,Hardware
716.0,2023-02-20,2486.0,11.0,284.0,5.648974238161206,0.0,0.0,0.0,High,25.89222963182127,7353.39321543724,BUY,Retail,Technology,Hardware
717.0,2023-02-20,4955.0,11.0,35.0,5.273102117406973,0.0,0.0,0.0,High,25.89222963182127,906.2280371137444,SELL,Retail,Technology,Hardware
718.0,2023-02-20,3938.0,12.0,158.0,5.3382589736409845,0.0,0.0,0.0,Mid,160.55630900463103,25367.896822731705,BUY,Retail,Energy,Utilities
719.0,2023-02-20,2697.0,12.0,28.0,3.332204510175204,0.0,0.0,0.0,Mid,160.55630900463103,4495.576652129669,BUY,Retail,Energy,Utilities
720.0,2023-02-20,3699.0,12.0,118.0,7.180260259834071,0.0,0.0,0.0,Mid,160.55630900463103,18945.64446254646,SELL,Retail,Energy,Utilities
721.0,2023-02-20,2336.0,12.0,26.0,3.912023005428146,0.0,0.0,0.0,Mid,160.55630900463103,4174.464034120407,BUY,Institutional,Energy,Utilities
722.0,2023-02-20,882.0,12.0,201.0,5.303304908059076,0.0,0.0,0.0,Mid,160.55630900463103,32271.81810993084,BUY,Retail,Energy,Utilities
723.0,2023-02-20,193.0,12.0,232.0,5.262534736408265,0.0,0.0,0.0,Mid,160.55630900463103,37249.0636890744,SELL,Retail,Energy,Utilities
724.0,2023-02-20,4747.0,12.0,153.0,4.992403432501452,0.0,0.0,0.0,Mid,160.55630900463103,24565.115277708548,BUY,Retail,Energy,Utilities
725.0,2023-02-20,4747.0,17.0,49.0,4.986888900366255,0.0,0.0,0.0,Mid,140.83122836054548,6900.730189666729,BUY,Retail,Technology,Software
726.0,2023-02-21,4955.0,5.0,118.0,5.267187831351116,1.0,0.0,0.0,High,131.20168137233318,15481.798401935315,SELL,Retail,Energy,Oil & Gas
727.0,2023-02-21,4023.0,5.0,1959.0,5.916471568066552,1.0,0.0,0.0,High,131.20168137233318,257024.0938084007,BUY,Retail,Energy,Oil & Gas
728.0,2023-02-21,4747.0,5.0,98.0,4.984154416846659,1.0,0.0,0.0,High,131.20168137233318,12857.764774488653,SELL,Retail,Energy,Oil & Gas
729.0,2023-02-21,3864.0,5.0,34.0,3.5263605246161616,1.0,0.0,0.0,High,131.20168137233318,4460.857166659328,BUY,Retail,Energy,Oil & Gas
730.0,2023-02-21,4747.0,8.0,154.0,4.984633491557255,1.0,0.0,0.0,High,292.61134958408144,45062.14783594854,SELL,Retail,Technology,Hardware
731.0,2023-02-21,4747.0,8.0,137.0,4.984085958862719,1.0,0.0,0.0,High,292.61134958408144,40087.75489301916,BUY,Retail,Technology,Hardware
732.0,2023-02-21,4955.0,9.0,483.0,5.288872907720037,1.0,0.0,0.0,High,174.95699819611417,84504.23012872314,BUY,Retail,Consumer,Retail
733.0,2023-02-21,1513.0,11.0,235.0,5.324423613632516,1.0,0.0,0.0,High,25.794801897532786,6061.778445920205,BUY,Retail,Technology,Hardware
735.0,2023-02-21,4955.0,11.0,273.0,5.294309345150498,1.0,0.0,0.0,High,25.794801897532786,7041.98091802645,BUY,Retail,Technology,Hardware
737.0,2023-02-21,4703.0,12.0,334.0,5.160950054755124,1.0,0.0,0.0,Mid,159.33398823176074,53217.55206940808,BUY,Retail,Energy,Utilities
738.0,2023-02-21,2284.0,12.0,33.0,3.49650756146648,1.0,0.0,0.0,Mid,159.33398823176074,5258.021611648104,BUY,Retail,Energy,Utilities
739.0,2023-02-21,280.0,17.0,137.0,4.919980925828125,1.0,0.0,0.0,Mid,139.7910828543754,19151.37835104943,BUY,Institutional,Technology,Software
740.0,2023-02-21,3812.0,17.0,23.0,4.085976312551584,1.0,0.0,0.0,Mid,139.7910828543754,3215.194905650634,BUY,Institutional,Technology,Software
741.0,2023-02-21,2735.0,18.0,96.0,4.749270529961848,1.0,0.0,0.0,Mid,84.510778504649,8113.034736446303,BUY,Retail,Energy,Oil & Gas
742.0,2023-02-22,4946.0,2.0,40.0,4.5217885770490405,2.0,0.0,0.0,Low,12.853767071563864,514.1506828625545,BUY,Retail,Technology,Software
743.0,2023-02-22,4747.0,5.0,43.0,4.973832987572151,2.0,0.0,0.0,High,141.3661987184594,6078.746544893755,BUY,Retail,Energy,Oil & Gas
744.0,2023-02-22,227.0,5.0,88.0,5.297817241506355,2.0,0.0,0.0,High,141.3661987184594,12440.225487224428,BUY,Retail,Energy,Oil & Gas
745.0,2023-02-22,474.0,5.0,75.0,6.038658199435085,2.0,0.0,0.0,High,141.3661987184594,10602.464903884456,BUY,Retail,Energy,Oil & Gas
746.0,2023-02-22,4747.0,8.0,1682.0,5.054269331116317,2.0,0.0,0.0,High,377.4543883637391,634878.2812278091,BUY,Retail,Technology,Hardware
747.0,2023-02-22,2434.0,8.0,189.0,6.031886461606898,2.0,0.0,0.0,High,377.4543883637391,71338.8794007467,BUY,Retail,Technology,Hardware
748.0,2023-02-22,4747.0,8.0,107.0,5.051777237427431,2.0,0.0,0.0,High,377.4543883637391,40387.619554920086,BUY,Retail,Technology,Hardware
749.0,2023-02-22,3588.0,9.0,623.0,5.230306155931493,2.0,0.0,0.0,High,170.46332450454088,106198.65116632896,SELL,Retail,Consumer,Retail
750.0,2023-02-22,3163.0,9.0,104.0,5.57325608628995,2.0,0.0,0.0,High,170.46332450454088,17728.18574847225,BUY,Retail,Consumer,Retail
751.0,2023-02-22,3969.0,11.0,115.0,4.74493212836325,2.0,0.0,0.0,High,25.18900429264413,2896.735493654075,BUY,Retail,Technology,Hardware
752.0,2023-02-22,3588.0,11.0,87.0,5.219111808367062,2.0,0.0,0.0,High,25.18900429264413,2191.44337346004,SELL,Retail,Technology,Hardware
753.0,2023-02-22,4747.0,11.0,205.0,5.054141682405396,2.0,0.0,0.0,High,25.18900429264413,5163.745879992047,SELL,Retail,Technology,Hardware
754.0,2023-02-22,3588.0,11.0,109.0,5.210687616587062,2.0,0.0,0.0,High,25.18900429264413,2745.6014678982106,BUY,Retail,Technology,Hardware
755.0,2023-02-22,3588.0,11.0,327.0,5.226284163648205,2.0,0.0,0.0,High,25.18900429264413,8236.80440369463,SELL,Retail,Technology,Hardware
756.0,2023-02-22,3696.0,11.0,99.0,4.59511985013459,2.0,0.0,0.0,High,25.18900429264413,2493.711424971769,BUY,Retail,Technology,Hardware
757.0,2023-02-22,4955.0,12.0,181.0,5.293003271724268,2.0,0.0,0.0,Mid,158.27811354317544,28648.338551314755,BUY,Retail,Energy,Utilities
758.0,2023-02-22,4788.0,12.0,252.0,5.272999558563747,2.0,0.0,0.0,Mid,158.27811354317544,39886.08461288021,BUY,Retail,Energy,Utilities
759.0,2023-02-22,3938.0,12.0,158.0,5.331171703418984,2.0,0.0,0.0,Mid,158.27811354317544,25007.94193982172,SELL,Retail,Energy,Utilities
760.0,2023-02-22,4747.0,12.0,7.0,5.046774340712129,2.0,0.0,0.0,Mid,158.27811354317544,1107.946794802228,BUY,Retail,Energy,Utilities
761.0,2023-02-22,193.0,17.0,36.0,5.240317422250048,2.0,0.0,0.0,Mid,141.416923726253,5091.009254145109,BUY,Retail,Technology,Software
762.0,2023-02-22,4519.0,17.0,186.0,5.2402114451410045,2.0,0.0,0.0,Mid,141.416923726253,26303.54781308306,BUY,Institutional,Technology,Software
763.0,2023-02-23,1278.0,5.0,171.0,5.14166355650266,3.0,0.0,0.0,High,141.0674396543212,24122.532180888924,BUY,Institutional,Energy,Oil & Gas
764.0,2023-02-23,4955.0,5.0,51.0,5.282492816201065,3.0,0.0,0.0,High,141.0674396543212,7194.439422370381,SELL,Retail,Energy,Oil & Gas
767.0,2023-02-23,2426.0,7.0,93.0,6.050417183700518,3.0,0.0,0.0,High,124.05402997233972,11537.024787427594,BUY,Retail,Energy,Oil & Gas
768.0,2023-02-23,4519.0,8.0,86.0,5.203292146138927,3.0,0.0,0.0,High,286.6935462217972,24655.64497507456,BUY,Institutional,Technology,Hardware
769.0,2023-02-23,4144.0,8.0,54.0,3.9889840465642745,3.0,0.0,0.0,High,286.6935462217972,15481.451495977048,BUY,Retail,Technology,Hardware
770.0,2023-02-23,4747.0,9.0,75.0,5.042844303118272,3.0,0.0,0.0,High,173.7227075342744,13029.20306507058,SELL,Retail,Consumer,Retail
771.0,2023-02-23,193.0,9.0,465.0,5.278114659230517,3.0,0.0,0.0,High,173.7227075342744,80781.0590034376,BUY,Retail,Consumer,Retail
772.0,2023-02-23,4955.0,10.0,146.0,5.278879672655561,3.0,0.0,0.0,Mid,75.38369766349798,11006.019858870706,BUY,Retail,Finance,Asset Management
773.0,2023-02-23,4519.0,11.0,1345.0,5.5395365645894765,3.0,0.0,0.0,High,24.44636041801456,32880.35476222958,BUY,Institutional,Technology,Hardware
774.0,2023-02-23,1185.0,11.0,84.0,5.483135803540579,3.0,0.0,0.0,High,24.44636041801456,2053.494275113223,SELL,Institutional,Technology,Hardware
775.0,2023-02-23,4155.0,11.0,964.0,6.871091294610546,3.0,0.0,0.0,High,24.44636041801456,23566.29144296604,BUY,Retail,Technology,Hardware
776.0,2023-02-23,4747.0,11.0,247.0,5.047352877031418,3.0,0.0,0.0,High,24.44636041801456,6038.251023249596,BUY,Retail,Technology,Hardware
777.0,2023-02-23,4747.0,12.0,116.0,5.04542311958192,3.0,0.0,0.0,Mid,160.7347343511647,18645.229184735104,BUY,Retail,Energy,Utilities
778.0,2023-02-23,4955.0,12.0,409.0,5.293656521665842,3.0,0.0,0.0,Mid,160.7347343511647,65740.50634962636,BUY,Retail,Energy,Utilities
779.0,2023-02-23,859.0,16.0,93.0,4.532599493153256,3.0,0.0,0.0,Mid,170.96978928175454,15900.190403203173,BUY,Retail,Healthcare,Pharmaceuticals
780.0,2023-02-23,3914.0,17.0,198.0,5.329476828797139,3.0,0.0,0.0,Mid,140.9089737519587,27899.976802887824,BUY,Retail,Technology,Software
781.0,2023-02-23,1157.0,17.0,192.0,5.447168313280391,3.0,0.0,0.0,Mid,140.9089737519587,27054.522960376074,BUY,Retail,Technology,Software
782.0,2023-02-23,2426.0,17.0,203.0,5.982978643457684,3.0,0.0,0.0,Mid,140.9089737519587,28604.521671647617,BUY,Retail,Technology,Software
783.0,2023-02-24,1224.0,1.0,49.0,3.8918202981106265,4.0,0.0,0.0,Low,152.2362116313298,7459.574369935161,BUY,Retail,Consumer,Retail
784.0,2023-02-24,2732.0,2.0,41.0,3.713572066704308,4.0,0.0,0.0,Low,12.47170233456552,511.3397957171864,BUY,Retail,Technology,Software
785.0,2023-02-24,1157.0,3.0,18.0,5.404297690085269,4.0,0.0,0.0,Low,45.85733712176624,825.4320681917924,BUY,Retail,Finance,Asset Management
786.0,2023-02-24,192.0,5.0,466.0,5.968707559985366,4.0,0.0,0.0,High,141.66636854706798,66016.52774293367,BUY,Retail,Energy,Oil & Gas
787.0,2023-02-24,313.0,5.0,566.0,6.338594078203183,4.0,0.0,0.0,High,141.66636854706798,80183.16459764047,BUY,Institutional,Energy,Oil & Gas
788.0,2023-02-24,3588.0,5.0,151.0,5.196948872159748,4.0,0.0,0.0,High,141.66636854706798,21391.621650607263,SELL,Retail,Energy,Oil & Gas
789.0,2023-02-24,182.0,5.0,131.0,5.815264217318964,4.0,0.0,0.0,High,141.66636854706798,18558.294279665904,SELL,Retail,Energy,Oil & Gas
790.0,2023-02-24,4747.0,5.0,1756.0,5.119489699008338,4.0,0.0,0.0,High,141.66636854706798,248766.14316865127,SELL,Retail,Energy,Oil & Gas
791.0,2023-02-24,3588.0,8.0,45.0,5.182906515036709,4.0,0.0,0.0,High,260.1338730554048,11706.024287493216,BUY,Retail,Technology,Hardware
792.0,2023-02-24,4955.0,8.0,864.0,5.33777843542895,4.0,0.0,0.0,High,260.1338730554048,224755.6663198697,BUY,Retail,Technology,Hardware
793.0,2023-02-24,4955.0,8.0,51.0,5.32768197517794,4.0,0.0,0.0,High,260.1338730554048,13266.827525825644,SELL,Retail,Technology,Hardware
794.0,2023-02-24,1279.0,11.0,116.0,4.7535901911063645,4.0,0.0,0.0,High,23.959445690855773,2779.2957001392697,BUY,Retail,Technology,Hardware
797.0,2023-02-24,4289.0,12.0,576.0,6.356107660695892,4.0,0.0,0.0,Mid,161.03774540411584,92757.74135277072,BUY,Institutional,Energy,Utilities
798.0,2023-02-24,193.0,12.0,204.0,5.27918551423201,4.0,0.0,0.0,Mid,161.03774540411584,32851.70006243963,BUY,Retail,Energy,Utilities
799.0,2023-02-24,4741.0,17.0,84.0,4.430816798843313,4.0,0.0,0.0,Mid,140.95231898046546,11839.9947943591,BUY,Institutional,Technology,Software
801.0,2023-02-24,4747.0,17.0,41.0,5.1222362973435365,4.0,0.0,0.0,Mid,140.95231898046546,5779.045078199084,BUY,Retail,Technology,Software
802.0,2023-02-24,1356.0,17.0,12.0,2.8903717578961645,4.0,0.0,0.0,Mid,140.95231898046546,1691.4278277655856,BUY,Retail,Technology,Software
803.0,2023-02-24,193.0,18.0,326.0,5.295563578351415,4.0,0.0,0.0,Mid,45.97413933151209,14987.569422072942,SELL,Retail,Energy,Oil & Gas
804.0,2023-02-24,3339.0,19.0,155.0,5.426842498736322,4.0,0.0,0.0,Mid,81.50552270983404,12633.356020024275,BUY,Retail,Energy,Oil & Gas
805.0,2023-02-27,182.0,5.0,57.0,5.754158681981268,0.0,0.0,0.0,High,141.1088916839368,8043.206825984398,BUY,Retail,Energy,Oil & Gas
806.0,2023-02-27,4955.0,5.0,211.0,5.352047688969004,0.0,0.0,0.0,High,141.1088916839368,29773.976145310666,BUY,Retail,Energy,Oil & Gas
807.0,2023-02-27,4747.0,6.0,64.0,5.117754262768945,0.0,0.0,0.0,Mid,148.08897062085745,9477.694119734875,BUY,Retail,Energy,Oil & Gas
808.0,2023-02-27,845.0,8.0,45.0,4.787491742782046,0.0,0.0,0.0,High,266.96039887385007,12013.217949323252,BUY,Retail,Technology,Hardware
809.0,2023-02-27,1513.0,8.0,252.0,5.334697510640787,0.0,0.0,0.0,High,266.96039887385007,67274.02051621022,BUY,Retail,Technology,Hardware
810.0,2023-02-27,1185.0,9.0,91.0,5.3737494616638894,0.0,0.0,0.0,High,168.2971368611837,15315.039454367718,BUY,Institutional,Consumer,Retail
811.0,2023-02-27,4747.0,11.0,411.0,5.12824053617052,0.0,0.0,0.0,High,23.459861616364933,9642.003124325987,BUY,Retail,Technology,Hardware
812.0,2023-02-27,1743.0,11.0,107.0,4.269697449699962,0.0,0.0,0.0,High,23.459861616364933,2510.205192951048,BUY,Retail,Technology,Hardware
813.0,2023-02-27,888.0,11.0,50.0,3.912023005428146,0.0,0.0,0.0,High,23.459861616364933,1172.9930808182469,BUY,Retail,Technology,Hardware
